level_file,level_name,algorithm,run,found,time_sec,peak_memory_bytes,expanded_nodes,solution_length,total_cost
level_06.json,Split Switch,DFS,1,True,0.001027665000037814,16904,19,15,16.0
level_06.json,Split Switch,DFS,2,True,0.0011634150005193078,16904,19,15,16.0
level_06.json,Split Switch,DFS,3,True,0.0010736220001490437,16904,19,15,16.0
level_06.json,Split Switch,DFS,4,True,0.0009931730000971584,16904,19,15,16.0
level_06.json,Split Switch,DFS,5,True,0.0010881939997489098,16904,19,15,16.0
level_06.json,Split Switch,UCS,1,True,0.004712189000201761,49632,58,7,7.5
level_06.json,Split Switch,UCS,2,True,0.004401568000503175,49632,58,7,7.5
level_06.json,Split Switch,UCS,3,True,0.004357834000074945,49632,58,7,7.5
level_06.json,Split Switch,UCS,4,True,0.004664598000090336,49632,58,7,7.5
level_06.json,Split Switch,UCS,5,True,0.004371383999568934,49632,58,7,7.5
level_06.json,Split Switch,A*,1,True,0.004532793000180391,50528,58,7,7.5
level_06.json,Split Switch,A*,2,True,0.004601233999892429,50528,58,7,7.5
level_06.json,Split Switch,A*,3,True,0.00455397499990795,50528,58,7,7.5
level_06.json,Split Switch,A*,4,True,0.004718268000033277,50528,58,7,7.5
level_06.json,Split Switch,A*,5,True,0.004647794000447902,50528,58,7,7.5
level_07.json,Fragile Soft Bridge Alternatives,BFS,1,True,0.01587134000055812,136216,251,10,11.2
level_07.json,Fragile Soft Bridge Alternatives,BFS,2,True,0.015624282999851857,136208,251,10,11.2
level_07.json,Fragile Soft Bridge Alternatives,BFS,3,True,0.015742488999421766,136208,251,10,11.2
level_07.json,Fragile Soft Bridge Alternatives,BFS,4,True,0.01585722900017572,136208,251,10,11.2
level_07.json,Fragile Soft Bridge Alternatives,BFS,5,True,0.015742307999971672,136208,251,10,11.2
level_07.json,Fragile Soft Bridge Alternatives,DFS,1,True,0.008372076999876299,112888,128,108,116.9
level_07.json,Fragile Soft Bridge Alternatives,DFS,2,True,0.008590591000029235,112888,128,108,116.9
level_07.json,Fragile Soft Bridge Alternatives,DFS,3,True,0.008462861999760207,112888,128,108,116.9
level_07.json,Fragile Soft Bridge Alternatives,DFS,4,True,0.008573936000175308,112888,128,108,116.9
level_07.json,Fragile Soft Bridge Alternatives,DFS,5,True,0.008461820999400516,112888,128,108,116.9
